question1,question2,is_duplicate
눈물이 납니다. 무슨 눈물인지 모르겠지만,뉴스는 역시 지루해,0
짝남이 연락이 안 되는데 자고 있는 걸까?,짝남이 연락이 안 되는데 자고 있는 걸까?,1
술 안 먹으면 친구랑 뭐하지,술 먹는 거 말고 친구랑 뭐하지,1
복 받겠지?,착하게 살면 복 받겠지?,1
자기 말은 기억 못하고 나만 혼내는 사람 어떡해?,자기가 한 말 기억 못해서 나만 혼내는 사람 어떡해?,1
썸 타는 사람 있는데 망설여지는데,썸 타는 사람 있는데 망설여지는데,1
클럽에서 여자친구 찾아볼까?,클럽에서 만나서 사귀는거 어떻게 생각해?,1
만난지 1년됐어,우리 만난지 1년됐어,1
멋지게 나이들고 싶다,멋지게 늙고 싶다,1
여자랑 단둘이 술마시는 남자친구를 이해해줘야할까?,여자랑 단둘이 술마시는 남자친구를 이해해줘야할까?,1
카페에서 같이 알바하는 사람이 좋아졌어요.,카페 알바생이 좋아졌는데 들이대도 괜찮을까?,0
환승이별이란걸 알게됐습니다.,회복되는게 하루하루가 다른거 같아!!,0
견딜수 없을만큼 아파,정말 힘드네,0
시트지로 붙여야겠다,시트지로 리폼해야겠다,1
분위기 좋았는데 망,우리 분위기 좋았는데,1
가만 있어도 땀난다,아 땀난다,1
기억의 왜곡에 속지말고 아파하지 마세,기절할 정도로 피곤해야 잠드는데,0
내가 좋아하는 애가 유학간대.,내가 좋아하는 애가 유학간대.,1
밤샜어,해 뜨는 거 보고 잤어,1
내가 너의 곁에 잠시 살았다는걸,내가 사랑했던 사람,0
착한 사람이 잘 됐으면 좋겠어,착한 사람이 잘 됐으면 좋겠어 좀,1
붙잡는건 정말 아닐까?,비가 오니.울컥하네,0
집안일이 안 끝나,집안일 해도 해도 안 끝나,1
자꾸 나약하게 느껴져,나는 나약한 존재,1
아무리 열심히 해도 타고난 사람은 못 따라가겠지?,아무리 열심히 해도 선천적인 건 못 따라가겠지?,1
잘 견디고 있었는데,잘 참았었는데,1
사랑이 밥 먹여주나,사랑하면 다 되나?,1
심심해,썼다 지우고 다시 썼다가 지우고,0
날아 가고 싶어,하늘을 날고 싶어,1
너무 힘듭니다,너무나 와닿는그런 표현이 아닐까 하네,0
영원한 사랑이 되길,영원한 사랑 하고 싶다.,1
헤어졌습니다,헤어지고 2년 정도에 느끼는 것들,0
마음이 자꾸 쓰이네.,신경이 자꾸 쓰이네.,1
남자친구가 술주정 부려,남친이 자꾸 술주정 부려,1
사랑할수록 집착해,사랑할수록 집착하게 해,1
쉽지 않겠지만.,슬퍼죽겠습니다,0
칼국수 어때?,매운 칼국수 고고?,1
점심 메뉴 좀 골라줘,점심 메뉴 고르는 거 힘드네,1
짝사랑 하던 사람이랑 썸 탈 것 같애.,짝사랑 하던 사람이랑 썸 탈 것 같애.,1
면접 잘 볼 수 있을까,혼자 잘 살 수 있을까?,0
새로운 마음으로 시작,새로운 마음으로,1
남자친구의 과거 어디까지 이해해?,남친 연상인데 오빠라고 불러야 해?,0
게임도 이제 재미없어,게임 지겨워,1
헤어진 여자친구 생일전에 잡아보려구,헤어진 여자친구에게 새로운 남자가,0
전기가 갑자기 나갔어,전기 안들어와,1
운동 매일러 가기 힘들다,운동 매일하기 힘들다,1
놀이터에 친구가 없어,놀이터에서 뛰어 놀고 싶은데 친구가 없어,1
마음이 너무 아파,마음이 너덜너덜해졌어.,1
강아지 키우고 싶어,강아지 키울까,1
봄 오니까 나도 썸 타고 싶어.,봄 오니까 썸 타고 싶어.,1
물 좋은데 어디야?,여자 어디서 만나,1
내 이상형이 아닌데 그 남자를 왜 이렇게 좋아할까.,내가 싫은 건 너도 싫어해줘서 고마워,0
헤어진지 두달이 되었습니다.,헤어진지 어느덧 한달,0
나는 친구라고 믿었는데,나만 친구라고 생각한건가,1
일과시간 후 집에 도착한 다음에도 궁상,일전에 여기서 댓글주고 받던분들.,0
얼어 죽는 줄,얼어죽는 줄 알았어,1
아파,아픈 상처,1
나는 꼼꼼한데 여친은 안 꼼꼼해.,나도 좋아하는 사람이랑 놀러가고 싶어.,0
짝남이 독서가 취미라는데 무슨 책을 선물해줄까?,짝남이 독서가 취미라는데 무슨 책을 선물해줄까?,1
썸 탈 때 꽃 선물 부담스러워 할까,썸 탈 때 꽃 선물 부담스러워 할까,1
썸녀 웃기는 방법 좀,웃기는 방법 좀,1
사랑하는데 왜 힘든 걸까?,사랑 맞는데 왜 힘든 걸까?,1
걸레질도 해야 돼,물걸레질해야지,1
동료가 너무 게을러,게으른 동료가 있어,1
두달 사겼어,이제 두달 사귀었어,1
정장 한 벌 필요할 듯,정장 사야겠지,1
2년 가량의 연애,2년 만났는데도 잘 모르는 부분이 많은 거 같아,0
2년 6개월 이렇게 끝나네,2년 다되가는 연애 끝.,0
누구세요?,너 누구냐,1
구박하면서 엄청 일 시켜,일도 못하는데 엄청 시켜,1
일은 원래 혼나면서 배워?,원래 일은 혼나면서 배우는 거야?,1
멍 때리기,멍 때리는 중,1
여자친구의 sns말투가 고민이야.,여자친구의 말투가 고민이야.,1
하아.,한 번은 더 볼 일이 있을 것 같았는데.,0
선 결혼 후 연애 해도 될까?,결혼하고 나서 연애 해도 될까?,1
이젠 기억이 거의안나,이젠 기억이 가물가물해,1
다시 이별,다시 한번 더 붙잡고 싶어 ㅠㅠ,0
연락만으로 썸 가능해?,연락해도될까?,0
자꾸 함부로 대해,나를 너무 함부로 대해,1
좋아하는 애를 내가 너무 우상화하는 것 같아.,좋아하는 애를 내가 너무 우상화하는 것 같아.,1
배고프당,배고파,1
두 여자 사이에서 갈등하고 있어,두 여자 사이에서 갈등하고 있어,1
배송 중이래,배달 중이래,1
별것도 아닌 거 가지고 트집잡는 사람 어떡해?,사소한 걸로 트집잡는 사람 어떡해?,1
오랜만에 결혼한 친구 만나고 왔는데.,오해했네 그리고 차단 ㅎㅎ,0
사랑받고싶어,나도 요즘 사랑 받고 싶어,1
친한 동생인데 짝사랑하는 것 같습니다.,친한 동생인데 짝녀가 된 것 같아요.,1
여친이 나를 좋아하는게 맞는지 모르겠음.,이게 맞는지 모르겠음.,0
현실의 벽,"혹시나, 역시나",0
혼자 사랑했나봐,혼자 있으니 힘이드네,0
불편한 사이가 된 거 같아,갑자기 불편한 사이가 된 거 같아,1
저 좀 웃게 해주세요,나 웃겨줘,1
빨리 찾아온 사랑,생각보다 빨리 찾아온 사랑,1
사랑이 끝난 거 같다는 느낌이 너무 많이 들어,사랑이 끝난 거 같다,1
이 사람이다 싶어,이 사람이다,1
택시비 아까워,택시비 많이 나왔어,1
마른 기침이 계속 나오네,마른 기침 나와,1
좀 있으면 귀국하는데 짝녀에게 뭘 챙겨줄까?,좀 있으면 귀국하는데 짝녀에게 뭘 챙겨줄까?,1
왜 나한테 피해를 주냐고 ,피해는 주지 말아야되는 거 아니야?,1
휴대폰 액정 깨졌어,핸드폰 액정 깨짐,1
미련인건가.? 바보인건가,미안해,0
울적한 기분,울적하다,1
여자끼린데 썸 타는 경우도 있나,여자끼린데 썸 타는 경우도 있나,1
나보다 친구들을 더 좋아하는 남친.,나이들수록 좋아하는게 두려워져요.,0
연예인하고 연애해보고 싶어,연예인하고 연애해보고 싶어,1
대출 갚으면 한 평생 다 갈듯,대출 갚다 죽겠어,1
나 왜 사랑할까?,나 같은 애를 왜 사랑할까?,1
이제 이별한지 한달,이제 점심시간에도 너에게 카톡을 할 수가 없구나.,0
얼굴 평가해 달래,얼평해달라는 사람 어떻게 생각해?,1
성숙한 사랑은 뭘까?,어른 같은 사랑은 뭘까?,1
더 이상은 아닌 것 같아,이젠 진짜 끝을 내야 하나,1
공시 붙자 마자 결혼하재,관심을 받는다는거.,0
사진 정리 언제 다 하냐,사진 정리가 안돼네,1
당신도 저만큼 아팠으면 좋겠습니다.,더 많이 좋아하고 덜 많이 좋아하는 거 그만합시다,0
짝남한테 톡 와 있네.,짝남한테 톡 와 있네.,1
퇴근 후에 만나자고 해볼까,퇴근하고 만나자고 말해볼까,1
남들이 다 겪는 그저그런 8년의 사랑이야기.,남자들은 원래 이런가?,0
사귀고 나서 외모에 신경을 너무 안 써,외모에 신경을 너무 안 써,1
투자라고 생각 할 수도 있지,투자라 생각하는 게 나을까,1
어이가 없네,어이상실,1
포근포근한 이불에서 못나가겠어,부드러운 이불에서 나가기 싫어,1
친구에게 물어 봐야겠다,친구한테 물어봐야지,1
3년간 만나던 여자친구와 헤어졌어,헤어진지 3년이 지난 지금,1
이제 인턴 그만두고 싶어,인턴 때려 치우고 싶어,1
수영 막 잘하고 싶다.,수영 잘하고 싶어,1
어떻게 해야 오래 만날 수 있을까?,어떻게 해야 오래 만날 수 있을까?,1
나 오늘 개불쌍,나 쫌 불쌍한 거 같아,1
휴가를 못가,휴가 못 쓰게 해,1
전여자친구 잊고 사랑하는법.,전여친 헤어졌으니 남이죠?,0
돈 벌면 뭐하나,돈 벌어서 뭐하지,1
사랑 앞에서 죄인이 돼,사랑이 참 귀엽다.,0
꽃 선물 좋아할까,꽃 선물해볼까,1
속이 영 안 좋아,속이 안 좋아,1
취직하면 끝이 아니네.,취직하면 끝일줄 알았는데 계속 할게 많아,1
최선을 다했는데,최선을 다한 거 같은데,1
아내한테 만족해?,아내한테 만족해?,1
딱 좋아,떠나간사람은 이렇게도 차갑나?,0
진짜 나를 좋아하는 남자랑 사귈 걸.,진짜 나를 좋아하는 남자랑 사귈 걸.,1
이별. 냉정해진다,이별. 지쳐버렸나,0
문자보낼 친구도 없어,카톡할 친구가 없네,1
좋아하는 사람한테 닮은 사람 봤다고 카톡 보내볼까?,좋아하는 사람한테 뭐라고 카톡 시작하지?,0
이별 휴유증.,이별. 생일이네,0
이제는 이별을 받아드리려고 합니다,이제떠나려합니다,0
놀러 와라,우리집에 놀러와,1
너무 행복해. 오래갈 수 있을까?,너무 행복해. 오래갈 수 있을까?,1
흐음 이거 고민이네,흠,0
뭔 희망이 있을까,저에게 희망이 있을까?,1
썸 중에는 선톡이 중요?,썸 탈때는 먼저 톡하는 거 중요?,1
내일 만나자고 데쉬?,내일 만나자고 해볼까?,1
잊지못할줄 알았는데,잊혀질까?,0
카페나 갈까?,예쁜  카페 찾아가 볼까?,1
착각이면 어떡해,착각이면 어떡해,1
부케 누가 받지?,부케 누가 받지?,1
소개팅으로 잘된 사람도 있나?,소개팅으로 잘되기도 하나?,1
그냥 이렇게 산다.,그냥 행복하면 그뿐,0
짝사랑 하던 사람이랑 썸 타고 싶어.,짝사랑 하던 사람이랑 썸 타고 싶어.,1
아기 좋아하는 여자 어때?,아기 좋아하는 여자 어때?,1
남자친구가 안놀아 줘,남자친구가 너무 바빠,1
그녀를 다시 찾았습니다,그녀를 되 찾았습니다,1
너가 생각난다,너랑 나는 안되는 걸까?,0
차로 데려다 줬어,차로 데려다 줬는데,1
생각이 불순해져,생각이 불순,1
좋아하는 애 피하면서도 우울해.,좋아하는 애 피하면서도 우울해.,1
이상하게 이 친구한테는 집착하게 된다,친구한테 자꾸 집착하게 돼,1
주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?,주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?,1
단순하다.,너무 단순한 것만 하는거 아니니.,1
어떤 마음인걸까,어떻게 하면좋을까,0
하아 너무 많이 힘드네 ㅜㅜ,한 5개월쯤 됐네,0
대놓고 말했으면 좋겠어,빙빙 돌려서 말하지 말고 다이렉트로 말했으면,1
썸녀가 그냥 오빠 동생으로 지내자 했음.,그냥 오빠 동생으로 지내자 했음.,1
나 보고 잘 웃는 여자애 나 좋아하는 건가?,나 쉬운 남자 아니야,0
뭐하냐?,뭐해?,1
헤어진지 한달,헤어짐 통보 당한지 1달 정도 지났네,0
팀플 안 하면 좋겠다,팀플 좀 안 했으면 좋겠다,1
말수 적은 남자인데 썸타도 괜찮을까?,말수 적은 남자인데 썸 괜찮을까?,1
스케일링 하기 귀찮아,스케일링 하러 가야지,1
좋은 사람 같아서 놓치고 싶지 않아.,좋은 사람 같아서 놓치고 싶지 않아.,1
음식 편식하는 사람 사겨도 돼?,음식 많이 가리는 남자를 사겨도 괜찮을까?,1
에휴 잊기가 힘드네,여러번 재회 그리고 헤어짐,0
하 고놈의 술이 뭔지 참,하나하나 다 신경이 쓰이네,0
아직 마음을 모르겠는데 고백해도 돼?,아직 확신 없는데 고백해도 돼?,1
이별이 이렇게 아픈거였나,이별이란,0
헤어지자고 통보 받고 하루만에 다시 재회,헤어지지 않았다면 오늘이 1년째 되는 날이네,0
사랑하지 않는데 만나는 거 같아,안 사랑하는데 만나는 거 같아,1
사귄지 한달됐어,사귄지 한달됐어,1
아이돌이 남친이면 좋을텐데,내 남자친구 아이돌이면 좋겠다.,1
좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,1
환승이 될까,환승할까,1
오늘 가는 모임에 짝남이 있는데.,오늘 가는 모임에 그 사람이 있는데.,1
남자친구가 외아들 홀시어머니라 결혼 고민이야,남자친구가 외아들이라 결혼 고민이야,1
차단한 카톡,착각이였나보네ㅋㅋ,0
샌드위치 생각 나,샌드위치 먹고 싶어,1
벌써 생활비가 없어,생활비 다 썼네,1
강아지 좋아하는 여자 어때?,같은 과에 내 남자애가 좋는데 씨씨는 무리1일까?,0
동거하다 사랑이 식으면 어떡해?,동거하는데 이별 얘기 어떡게 해?,1
미치도록 보고싶네.,미친듯이 보고싶어.,1
목돈 만들기,돈 굴리기,1
서로에게 맞추려고하는데 잘 안돼,맞추려고 하는데 잘 안돼,1
친구들 부르려고,친구들 초대하려고,1
마음이 무거워져,생각만 해도 마음이 무거워,1
식욕폭발해서 폭풍 먹방 찍었어,식욕폭발,1
이별 통보를 받게 되면 어떻게 해,이별 한달차입니다,0
몸매가 탄탄하면 좋은데,탄탄한 몸매 갖고 싶어,1
니가 없는 주말,다 끝났네.,0
연상 어때?,연상도 괜찮지 않나?,1
똑똑!,넌 누구냐?,0
내가 좋아하는걸 그사람이 알았으면 좋겠어.,내가 좋아하는걸 그사람이 알았으면 좋겠어.,1
사람은 다른데 연애는 비슷해,연애는 다 비슷해,1
벌써 일년,별 그지같은 이유로 헤어지자네,0
쓰레기기는 또 언제 치워,쓰레기 언제 비워,1
군대가기 전인데 썸녀한테 고백해도 될까,귀찮으면 썸 끝인가,0
엄마 힘들게 했어,엄마가 나 때문에 힘든 거 같아,1
마음도 춥고 날씨도 춥고,마음을 억지로 접는게 어렵네,0
심리상담 받았어,싸웠다,0
스킨 없다,스킨 떨어졌다,1
거지됐어,나 그지임,1
이제 일주일,이제 정말 끝이겠죠,0
여자들이 좋아하는 남자 특징?,여자들이 좋아하는 남자 특징?,1
힘껏 아파하고 몸부림 치면서 살고 있어,힘드네. 정말.이런건 줄 몰랐어,0
시간이 지날수록 더 보고싶어,시원섭섭하지만 후련하네.,0
다 부질없는짓 같아.,다가온 이별,0
썸 탔던 애 친구해도 되나,썸 탔던 애 친구해도 되나,1
오늘 따라 보고 싶네,오늘 따라 더 보고 싶네,1
헤어진지 3개월,헤어진지 3일째인데 오늘 몰아쳐오네여,0
내가 너무 방심했어,방심하는게 아니었어,1
학원에 좋아하는 여자애가 있는데 말 거는 방법 좀.,학원에 여자애가 있는데 말 거는 방법 좀.,1
